id,class,y1,y2,y3,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
200011,,,,,0.175540578,6.79E-05,0.113240866,-366.2944023,92.01752069,-366.3069111,-366.2934581,1.283690753,1487.519199,2.326988386,1097.691368,2470.609345,1387.076429,2401.042267,3020.6439,76.50377128,3052.334847,194.5332764,584.7557498,681.9468114,5690.960246,486.1257499,10663.49233,36431.72496,58825.64915,7419.827146,2604.186792,560.863234,4009.296328,2896.820234,4080.389277,3279.05763,41485.83197,16061.78917,42729.04964,10655.35965,60879.29718,30154.24361,2319.549507,2847.615948,8040.693536,9346.786706,840.6663872,10226.20224,960.0330688,364597.8762,26003.13594,78341.21124,5031.740019,661.5137919,15186.51982,6115.738815,25379.59035,12081.18814,24595.06402,5591.647043,2162.807598,4744.761781,5617.369084,12448.37805,7850.230489,8793.064988,1988.064344,13948.64586,63486.75404,520.5394007,7809.928268,762.6381973,5577.690673,14720.56834,31032.62101,18978.26841,15302.53393,103.4067509,41529.01262,4095.61126,4600.283797,58.56986059,9247.564321,14101.65515,10736.87937,5469.751307,297332.9664,3306.292132,27703.95331,8040.801458,15864.05573,1977.861742,0.874693075,15.14782783,110.1131886,23.79619586,558.2059242,3237.76711,171.1515084,1875.156744,175.1587268,24230.47035,13745.29743,503.2988179
200012,,,,,0.20186407,7.49E-05,0.100242559,-765.6666793,115.6279432,-765.68083,-765.6657352,0.896706399,2352.192057,79.71868104,257.5822943,42.85077526,117.3176941,3485.705565,1669.17546,18.57186847,2671.184195,133.5099389,1289.873697,1005.728477,4512.398466,838.501816,5369.580185,3431.700653,46932.56474,4139.06585,5330.892448,1383.303089,1940.593534,3764.13435,14167.29715,1241.083502,28428.50621,43595.40541,20683.71645,30390.23846,22933.91972,14131.49098,1494.223002,3236.060623,1907.311891,2212.971366,1995.954149,4146.767887,268.9297041,374533.9835,9530.65479,33044.7621,5144.752698,232.6231485,11638.77615,8653.808309,17986.89855,1892.607991,15241.82504,6452.132407,784.5115938,6443.147225,2811.323284,19401.48224,6811.762358,4843.063537,2992.322203,2967.569069,4984.377087,326.5442332,7805.066082,80.38295093,6264.831972,19251.36881,4270.660661,9541.622224,16270.9498,210.3396353,28084.52031,3161.461582,978.5790331,5440.156023,4995.022692,3053.343886,17725.12774,4038.598728,145971.4163,4087.535631,15737.73916,22336.5604,1530.64364,4083.62576,0.966626148,7.656745138,114.0059678,58.26016922,458.212883,2244.000685,3523.131679,5382.821372,3012.228499,24948.36935,10199.2695,458.8502947
200013,,,,,0.225236981,6.71E-05,0.108876664,-368.7093966,102.6663938,-368.7212158,-368.7084525,1.226955143,1896.413726,202.0124503,700.67327,372.7199949,114.308814,2133.793414,2459.069374,45.47550345,1433.778287,1.186519712,1373.139395,139.5990872,5225.49189,2601.737226,13069.73859,12634.90455,49981.24968,2194.953542,9213.364529,24640.27289,1054.485273,4229.086682,15430.1287,3187.549266,18805.8999,38978.05903,23312.35724,25655.60292,53814.51987,22668.18316,6543.6745,260.4793013,11655.61948,12191.09745,1956.748355,10575.55926,900.3440013,202212.0529,24779.57113,32692.55625,2355.892835,697.3781376,4860.47609,2708.065892,24661.61295,7452.079258,31590.54832,10878.28877,7291.115325,2114.832713,6216.580923,19026.79262,10622.96307,13957.64657,1134.255321,775.0828205,44303.99898,326.9974981,2913.54158,932.5312618,8947.960741,17225.46468,828.1738031,2932.265359,11191.02012,1146.392842,15522.20792,737.3091902,5217.079258,3222.458435,18634.18861,6098.808435,4828.788783,3558.415796,356684.7078,1575.893534,24350.94417,28798.77344,7296.845563,3535.782752,1.573770436,20.7388977,29.52552496,60.19986861,734.2204147,9.156769673,2940.790763,3648.226721,928.5939005,24795.7941,3929.200347,403.8405638
200014,,,,,0.182968275,6.57E-05,0.091638606,-764.496238,117.8793016,-764.5075498,-764.4952938,2.211106535,2515.170425,344.1613556,275.8909088,2426.944632,2344.164673,1587.708224,1954.549129,42.21505275,5557.835081,222.8426621,2275.76823,57.20439805,2078.588721,2566.554028,8535.667758,18503.47829,28780.66709,4543.923841,4053.936886,13301.60378,2107.1783,3336.084962,3454.200491,1010.496556,13308.35894,14436.98821,40889.17496,3633.175354,62742.12724,31555.62799,1879.674257,2470.368159,11193.93069,6109.012097,441.8542975,18864.2849,259.192096,23257.22199,22553.00464,2011.958733,8615.935093,280.6731796,15263.71131,6398.367382,22158.05852,22048.55348,3771.772283,6156.771254,4975.618936,5684.562574,5584.334275,12131.53255,5065.654707,4943.10161,10719.28799,6871.542201,2961.417857,536.1377167,1312.717166,1277.540004,3108.608854,17690.4286,3297.807689,24453.89337,3038.187937,1158.570185,30210.99803,3831.458789,5163.779376,4410.135554,16727.93218,14938.43954,19143.97508,3117.917776,468308.9717,6300.242123,244.6095326,32139.86731,22795.17788,2362.495809,2.847583128,14.86206474,14.82037567,47.84820628,668.7558881,1343.879787,977.6869643,9275.558132,1927.75444,9401.679661,22171.62224,31.33578997
200015,,,,,0.226057099,6.59E-05,0.130959161,-368.6790081,95.50427827,-368.6902428,-368.6780639,1.062603548,1803.781489,116.4661254,59.21839747,2368.250713,805.977003,1074.275453,1263.85912,86.75795522,3631.526294,70.66941132,15.38883387,948.6501639,5082.564325,2693.576724,5235.412039,40532.16089,30943.60615,2204.799719,3316.429719,6613.057209,2921.992364,379.0408048,932.8552678,882.2079985,8063.062425,17218.74724,37250.60264,13501.25729,49870.27048,36414.54165,4425.945929,2191.678128,1538.976115,1969.118312,142.6142602,13504.93386,77.18927141,299900.8406,22504.68179,69997.95767,2660.241421,625.6887506,1514.695078,9773.489062,28435.70661,23859.36247,29028.94524,11355.95568,7070.14105,7167.031376,5870.555594,20266.95711,6614.929987,10574.17295,11529.22155,10765.44836,10269.68143,547.3870454,1149.57233,1139.885623,443.7169225,11801.68837,8309.3917,14792.42151,15722.66874,31.99033882,12776.06773,3970.96614,5641.857925,829.1336458,15185.55719,34930.8718,7645.86377,229.65234,75764.41055,10280.65052,18012.16056,7954.028116,25852.06432,5014.237405,6.974766722,29.14831278,47.30798948,25.91527394,540.1411364,1765.387863,1134.732945,12789.18736,745.021241,9911.180639,3771.270515,485.607356
200016,,,,,0.239588221,7.41E-05,0.209481981,-461.5393777,109.7684633,-461.5517639,-461.5384335,0.97284204,1916.374135,944.6478697,796.5685368,1522.932813,802.8558421,701.7104586,330.9627949,25.1167323,5344.417202,210.960671,2968.343166,1000.934633,5405.634558,1509.387211,4995.187362,32666.14272,20487.66516,2262.343656,7053.623631,3108.159147,2985.705336,2933.054925,14353.46774,697.8569756,35231.26888,17598.57822,40170.25194,14023.81112,40579.62715,37414.17341,5885.380939,3351.918968,3541.628357,8790.868129,1514.680391,18517.72923,702.437779,46527.51318,25639.2531,56265.8758,6225.297521,800.8761228,13603.68457,7957.455718,30039.23798,19926.54276,19870.8259,806.6749909,7318.248706,4028.500843,832.7825302,4575.633381,4929.662888,6226.268076,5438.934726,6609.342107,10502.96642,226.999524,6192.212627,1093.035871,4508.600973,5732.739514,30157.8369,12119.46116,1533.725341,1027.109116,46854.544,1085.130594,4501.724479,4331.074929,29024.41365,971.5836338,8450.855015,1406.430001,378105.2872,11556.5664,12778.71536,23313.1317,10963.88258,13166.33634,0.982942738,31.25032253,142.7360055,34.51277309,425.3136691,2763.899498,615.3086183,5318.624542,1596.387296,19134.91623,8907.793524,96.06285211
200017,,,,,0.225435254,6.80E-05,0.13670633,-405.809798,89.30304545,-405.8219957,-405.8088538,2.17546382,1774.978003,36.46401555,1406.386296,1968.968643,1008.285934,1017.141649,2503.771435,116.8345225,3210.058049,309.3771342,1690.297428,620.5190708,6829.531933,3049.338391,6599.937769,20739.41484,44375.13055,26.33815575,7639.722002,2730.151694,991.3459844,4333.737959,8344.78265,624.2165258,25836.22372,45134.26393,34851.01337,21029.19515,20806.16719,40950.35215,5768.035809,2085.125135,3763.306587,2718.314733,1840.709791,16777.97167,380.6190049,127591.6507,25995.89458,55326.27337,3142.606585,387.302572,6893.481379,5253.220063,41156.38261,930.0073889,31576.43152,2720.403385,6425.367282,3708.208119,6325.418581,778.2312137,10054.95761,8843.704287,9398.097571,10967.15261,52347.3941,247.2263753,7118.936938,746.8870052,6157.431608,9124.856716,22437.30091,6206.774573,7752.642705,323.9722203,2469.633697,925.4592078,5379.492496,1980.995667,17429.7161,7608.364096,17676.48047,3760.955694,22388.42579,9650.239472,26518.12518,18335.75952,2511.480233,1678.585897,1.183750634,14.81468996,116.357993,0.783215436,77.15713221,4.14251821,3121.318304,24234.42529,2429.213732,10333.52457,5576.808305,292.3549656
200018,,,,,0.120176975,5.05E-05,0.141088449,-458.0949489,64.95408654,-458.1045306,-458.0940047,1.878905257,1440.072664,330.3935559,592.7280095,341.6042649,1152.03445,3892.644606,1285.549859,87.77818151,3767.07713,130.5106757,1180.128832,760.7947915,3007.5541,1443.550318,6609.145188,41677.88939,42739.3642,6082.900441,6262.757845,9989.397376,2012.166572,3296.980111,4055.043154,122.3052478,22903.06126,425.1220558,9703.187124,25900.15221,5041.896362,3262.007619,6905.163074,1059.055235,9835.923771,464.4228728,1840.230081,16101.01764,439.1731194,344050.9455,4171.603552,66405.95253,1098.558918,411.5038732,16981.56132,12588.66307,20208.63186,18292.96439,6618.391987,860.4562696,1670.55802,6049.954617,6357.333205,24135.98219,4589.759162,1840.110108,5592.685664,5691.696354,63669.73847,162.6608505,5340.473102,330.5959611,7675.599759,1033.344929,9854.80819,14980.8441,2599.625962,1463.478901,46776.0896,3717.703517,6813.377745,2603.127517,18388.80423,15639.22943,5819.852117,1215.297378,219449.4718,10437.02698,21362.43769,14252.11128,25709.12198,11628.41595,7.297927519,37.95195898,143.3668343,70.28720837,591.1526709,2279.055031,1668.754985,20379.41407,2142.643905,25552.10924,21475.9032,262.7721185
200019,,,,,0.199717997,7.10E-05,0.16452058,-421.1988233,86.84281142,-421.2112688,-421.1978791,3.645840265,1394.152468,762.546507,169.6326487,914.7903124,1886.214992,2911.499769,2366.557337,14.99350201,2741.098951,196.8554747,201.2599919,882.8143111,415.6298872,1988.923744,8345.866397,6246.252019,58830.7756,8484.163061,2472.37339,14395.76493,4415.585193,4479.829178,17650.09342,2060.39954,14448.12151,5591.426502,21193.15169,20096.14316,19600.15631,28158.57804,2567.429586,1159.00915,5491.481987,6413.985542,1730.12665,11833.16105,612.2304562,286272.6255,25120.43174,2532.180108,5192.492574,182.0604818,17463.2689,4287.234207,8424.38553,17129.64085,35418.77048,4161.793821,4877.667489,8919.165691,3375.920459,11511.68159,6669.300044,13073.79752,3984.978269,339.3520711,42514.36326,591.8215305,3004.906613,444.7912492,4023.534423,10341.48245,23791.82475,19859.70998,14221.29381,1138.026602,6199.47726,4905.724724,6084.320565,1429.638615,29025.77558,2489.172306,6394.905394,2079.129734,525114.8215,7259.109442,21704.97022,17411.73904,14995.50017,8842.010602,13.08272893,8.618760654,160.7365145,83.53829192,1066.078482,2168.97836,2920.26753,18819.14751,1676.488525,38245.28439,19209.16773,62.01023599
200020,,,,,0.180667962,6.23E-05,0.131136792,-399.5747591,84.48595642,-399.5852756,-399.573815,3.84447657,1223.287569,199.4618968,486.269874,2811.374008,428.904658,2431.029008,2044.841167,67.63808677,3272.006604,303.9280919,1406.725314,1042.163899,6394.656522,3598.421561,14057.77622,30636.39699,725.707878,4440.046392,293.0562516,22120.4177,181.6235764,2685.283973,16082.8011,2022.355804,16932.74778,25914.33231,870.122888,7303.755208,11872.51437,22906.14215,5475.241236,1008.216055,10019.78997,8454.630291,440.7519262,15978.97473,775.7754439,153856.6084,18205.41969,74795.29672,8663.163043,415.5392129,14218.59873,9894.868275,8144.758413,21728.56919,38967.09044,993.8725732,3797.497771,753.8949618,5974.346301,7354.024393,4737.785286,2650.916156,11536.59464,14007.59578,32597.05831,118.8798196,6161.992082,1705.172899,3720.622665,13723.64957,5642.264165,4237.755102,16504.96545,183.8299904,45499.68501,493.7416402,3685.432484,67.90300201,5315.898901,17244.04039,8953.879537,4290.414834,348504.0823,3975.19019,22784.0401,5177.82443,3185.09598,4607.164177,6.88706204,7.829471258,198.9904647,76.74801262,620.1716212,181.2623789,1142.848526,26016.05028,1766.025791,2561.751832,2349.510247,159.6624644
200021,,,,,0.146685892,5.42E-05,0.100007365,-418.3616004,82.88920929,-418.3706782,-418.3606563,3.707678066,1297.416183,957.2021105,1056.053141,39.58071731,1182.578141,333.1984938,934.2097496,43.61305126,4817.019704,103.819853,1889.968059,531.9010159,395.1081547,1646.074074,1536.843176,41771.27984,61621.69756,4741.229129,9844.809114,4542.538954,2827.606795,811.1009551,18710.91317,2836.419797,13343.38725,24271.14119,2192.796001,6499.54717,33646.84643,14751.98222,4209.412558,2371.830808,11402.73564,13733.28094,1644.06881,4058.732306,951.4014782,349524.4939,1823.493045,80305.73579,1005.406599,41.32317086,2538.52699,4116.247693,8768.806716,15706.66021,26783.16511,10307.93768,3725.223272,1675.401892,2907.901807,19065.33975,6723.522549,15985.86494,7757.545952,3881.01713,58784.25926,445.3234401,7321.50115,788.49408,2680.648803,12193.45898,28837.72679,3378.08767,18665.02582,595.472126,31491.07185,2846.924957,3172.384542,2495.633023,14521.82074,390.2029076,18347.43418,2383.48418,42029.91903,566.3222725,14819.48875,6290.106777,14721.82567,2675.431631,0.741347839,19.35047682,111.2786279,12.61739471,385.8349621,3170.396728,256.452199,7523.752039,3521.32348,32603.03915,16187.84537,413.9693835
